symbol,adjusted_loeb_score,tier,lane,edge,thesis_summary,verdict,rr_ratio,loeb_risk_reward,valuation_method,fair_value_target,downside_floor,reference_price,reference_rr,deal_price,undisturbed_price,win_prob,target_on_win,downside_on_loss,recovery_value,announced_return_per_share,residual_value,lane_canon,lane_priority,edge_grade,verify_status,resolution_driver,adjusted_loeb_score_orig,tier_orig,rr_ratio_orig,corrections,computed_rr,ev_pct,payoff,up_leg,down_leg,live_price,drift,sop_built,edge_flags,board_priority
EXEL,4.0,WATCH,binary_catalyst,"L. Run-up: +32.7% from the pre-catalyst base at NDA acceptance ($44.47, 2026-02-18) and +70.8% from the post-ESMO-2025 trough ($34.54, 2025-10-20); the stock closed 2026-09-04 at $59.01, within 1.2% of its 52-week high ($59.72) and 23.8% above its 200-dma ($47.65). Remaining: to a fully approval-priced ~$63 is roughly +7%, against roughly -19% to a CRL/narrow-label floor near the 200-dma. Event is 100% forward but the capture is mostly harvested, and the skew into the print is arguably negative.","The catalyst is verified real, hard-dated and unfired: FDA accepted the zanzalintinib/atezolizumab NDA in Feb-2026 with a 2026-12-03 PDUFA target action date, on a STELLAR-303 win in the ITT overall-survival endpoint. But the second dual primary endpoint already fired NEGATIVE on 2026-06-21 — the non-liver-metastases subgroup missed (stratified HR 0.83, 95% CI 0.66-1.05, p=0.1185, mOS 15.9 vs 12.7 months) — so what remains at the December date is mostly a label-breadth question, not an approve/reject coin flip, and approval is the consensus base case under standard review with no advisory committee disclosed. Residual capture is the binding constraint: the name has run +32.7% since the acceptance was public and +70.8% off the post-ESMO trough, trades within 1.2% of its 52-week high and 24% above its 200-dma, and a several-hundred-million CRC label lands on a $14.8B cap already earning off a $2.4B cabozantinib base — real event, real date, but the gain is largely bought. Score capped at 4 by the residual-capture rule; not a macro bet, and no waterfall issue exists (all-common equity, no preferred). Gap: could not open the 2026-06-21 businesswire release directly (403) or confirm the absence of an AdCom from a primary FDA source; STELLAR-304 timing remains ""H2-2026"" with no fixed date, so it does not qualify as a dated milestone on its own.",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_approval_decision,4.0,WATCH,,[],,,,,,,,,[],3.04
FDMT,4.0,WATCH,binary_readout,"L. RESIDUAL CAPTURE: (a) run-up from the pre-catalyst base = +65% — FDMT closed $9.08 on 2026-02-09, the day the 4FRONT-1 enrollment-completion release itself landed (prior close $8.99, i.e. the news was a non-event), and trades $14.97 today, 12% below the 52wk high $16.93, vs 50d avg $12.50 and 200d avg $10.10; the ""unmoved"" premise in the triage note is factually wrong. (b) remaining % to provenance-checked favorable resolution: roughly +130% to a ~$35 success case (see analysis for the share-count derivation), against a ~-67% move to a ~$5 cash floor. So this is NOT mostly-harvested — the residual is genuinely large — but it is unharvestable as edge: it is a coin-flip AAV durability/inflammation readout on which I hold no informational advantage over a market that has already seen the PRISM Phase 2 data, and the reference RR of ~0.5x at today's price is unattractive for a ~50/50 binary.","The event is real, forward and non-macro, but it fails the strict Bloom test on the two gates that matter: the only named counterparty (Otsuka) already fired in Oct-2025, and there is no specific unpriced figure — just an unknown clinical outcome roughly 6-10 months out inside a half-year guidance window. Capital structure re-derivation (not strictly required in this lane, but it changes the math): the FMP $783M market cap is wrong because it uses basic shares — the 10-Q for Q2-2026 shows 55,244,211 common plus 16,935,665 pre-funded warrants at $0.0001, so ~72.2M fully diluted and a real market cap of ~$1.08B against $430.6M cash at 6/30/26 (burning ~$73M/qtr, $20M drawn on a $200M Hercules facility, runway into 2028 on Otsuka cost-share), i.e. EV ~$700M; the cash floor is ~$5/sh fully diluted, which is where the equity goes on a miss. Verdict: WATCH, not ACTIVE — hold it for a re-look on a genuine pullback toward the $10-11 base or once 4FRONT-2 completion narrows the H1-2027 window to a quarter, but do not seat a binary Phase 3 gamble at 12% off its 52-week high with no differentiated view on AAV durability.",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_clinical_readout,4.0,WATCH,,[],,,,,,,,,[],3.04
IBRX,4.0,WATCH,dated_binary,"L — RESIDUAL CAPTURE: (a) run-up from the pre-catalyst base is +314% from the $1.95 52wk low and +11% to +16% from the immediate pre-acceptance base ($6.96-$7.30, 2026-04-27 to 2026-05-01) to $8.08; the acceptance itself barely moved the tape (peak $8.51 on 2026-05-08, then a drift to $6.92 in June), so the re-rating was harvested EARLIER by the CIS launch ramp and the Feb-2026 resubmission, not by the PDUFA. (b) Remaining from $8.08 to a provenance-checked favorable-resolution value of ~$12.00 (a return to the 52wk high, ~$12.6B mcap / ~$14.5B EV, i.e. ~71x the current annualized revenue and already assuming a successful papillary launch) is only ~+49%. Against a CRL floor near $4.00 (CIS-only franchise, still generous vs the $1.95 print 12 months ago) that is a reference R:R of 0.96 — sub-1 on a coin-flip regulatory binary, which is a disqualifying skew regardless of how real the date is. Capital structure worsens the numerator: stockholders' equity is -$1.047B at 2026-06-30, total debt $813M (predominantly related-party Soon-Shiong/NantCapital notes), other non-current liabilities jumped $332M to $792M in Q2 alone, and $357M cash covers roughly 1.5 quarters against a ~$230M/qtr retained-earnings decline — a raise into or immediately after the PDUFA is close to certain, and the controlling holder is also the lender, so the common sits behind him twice.","The event is genuine, hard-dated and unfired: the FDA accepted the ANKTIVA + BCG papillary-NMIBC sBLA and assigned a 2027-01-06 PDUFA, four months out, and the science is a label extrapolation from QUILT 3.032 CIS data into the ~85% of NMIBC patients who present with papillary disease. But UNFIRED is not UNPRICED: at $8.08 the market already carries an $8.46B cap and ~$9.7B EV against $50.7M of Q2-2026 product revenue ($94.8M first-half), a multiple that only makes sense if the papillary expansion is assumed to land, so the buyer at today's price is paying an approval-assumed valuation for an approval that has not happened — approval buys perhaps +49% back to the 52wk high while a CRL re-rates the name toward a CIS-only franchise, giving reference R:R below 1.0. Layered on top, the Q2 balance sheet shows -$1.047B equity, $813M of mostly related-party debt, a $460M sequential jump in other non-current liabilities and ~1.5 quarters of cash, so Soon-Shiong's ~80% control is not merely a governance footnote but a structural subordination of the common ahead of a near-certain financing. Capped at 4 on the mostly-harvested rule; WATCH rather than NONE because the date is real and a meaningful de-rate before January would restore the asymmetry.",,,,binary_prob,10.0,5.0,7.175,1.3,,,0.55,10.0,5.0,,,,bio_convergence,9,L,OTHER,FDA_approval_decision,4.0,WATCH,,[],,-0.0408,0.62,1.92,3.08,8.08,0.1261,,[],3.04
IMNM,4.0,WATCH,dated binary,"L — residual capture is thin. Pre-catalyst base = $19.57 close on 2025-12-12, the last print before the 2025-12-15 RINGSIDE topline; run-up to today's $26.76 = +36.7% (and +168% from the ~$10 pre-anticipation base of Aug-2025). The NDA-acceptance leg specifically already fired: $24.39 on 2026-07-07 to $26.76 = +9.7%. Remaining to the only published favorable-resolution anchor (Wedbush $35, raised post-Q2) = +30.7%, but that target embeds approval AND a successful launch, not the approval alone. Approval-day capture on a trial with HR 0.16 and p<0.0001 is worth low-single to ~15% at most; the rest is a commercial-ramp bet against entrenched Ogsiveo, which is not a dated event.","The milestone is genuinely real, dated and forward — an FDA-assigned action date of 2027-04-28 is the hardest kind of calendar there is, and it is not a macro bet. But the mispricing is not: the stock already re-rated 37% off the pre-topline base and another 10% off the NDA-acceptance base, and with HR 0.16 / p<0.0001 the approval itself is close to a formality, so the PDUFA is a receipt rather than a binary. Provenance check on the numerator: capital structure is clean (no preferred ahead of the common, $520M cash at Q2-2026 funding into 2028, ~95.6M shares, EV ~$2.04B), so the $2.6B cap is already discounting roughly $500-700M of eventual varegacestat sales at a 3-4x peak multiple — the flagged $26.76-to-upside gap is inherited from a Wedbush target, not re-derived, and the equity math does not support treating this as an unpriced event. Asymmetry is skewed the wrong way: little to gain on approval, a real hole on a CRL or a restrictive label, which caps this at WATCH.",,,,binary_prob,28.0,8.0,18.4761,0.32,,,0.82,28.0,8.0,,,,bio_convergence,9,L,OTHER,FDA_clinical_readout,4.0,WATCH,,[],,-0.0882,0.07,1.24,18.76,26.76,0.4484,,['RE_DOSSIER'],3.04
IRD,4.0,WATCH,binary_catalyst,"L - RESIDUAL CAPTURE: run-up from the pre-catalyst base of $3.50 (close 2026-02-25, the day the sNDA acceptance and the Oct 17 PDUFA date became publicly knowable; $3.45-3.64 the prior three sessions) to $4.67 today = +33%, and +23.9% above the $3.77 50dma. Remaining to a provenance-checked favorable-resolution value of ~$5.50 = +18%, against a CRL/base-case floor near the pre-event $3.40-3.50 = -27%, i.e. reference R/R ~0.65 into a binary. Roughly a third of the move is already harvested and the skew is negative.","The event is genuine, dated and unfired: an FDA-accepted sNDA with a hard Oct 17, 2026 PDUFA on two clean pivotal Phase 3s, so the science risk really is largely retired - the triage read is accurate. What fails is the payoff geometry, not the event. IRD is a royalty/milestone holder, not the commercializer: approval pays an estimated ~$10M milestone (~2.6% of the $386M cap) plus a royalty on a franchise Viatris has already publicly sized at "">$100M"", and the only direct comp - Vuity - was commercially discontinued, so the terminal royalty NPV is the part that is both unknowable and years from resolving. Meanwhile a third of the move is harvested (+33% off the $3.50 pre-disclosure base, +24% off the 50dma) with ~+18% left to the re-derived approval case against ~-27% on a CRL, and the run-up is further confounded by the unrelated BEST1/LCA5 gene-therapy news flow. Gap noted: the milestone quantum is an analyst estimate - the Viatris license economics are redacted/undisclosed in the 10-Q, so the numerator has an estimated rather than contractual component; that uncertainty cuts both ways but does not change the order of magnitude relative to the cap. WATCH at 4: verified event, mostly-harvested and sub-1 reward-to-risk.",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_approval_decision,4.0,WATCH,,[],,,,,,,,,[],3.04
LBRX,4.0,WATCH,binary,"M. Run-up: pre-catalyst base $32.31 (2026-07-21 close, day before the acceleration PR) to $49.34 = +52.7% in seven weeks; +72% vs the 200d avg $28.69 and +269% off the $13.36 52wk low, with the stock sitting at essentially its all-time high ($50.16 52wk high). Remaining: EV is ~$0.95-1.15B (MC ~$1.41B less ~$430-480M pro-forma cash: $327.8M at 6/30/26 plus the $150M July PIPE, less burn), so a favorable NOVA-2 resolution at a ~$2.75B equity value leaves roughly +85% from here (bull case ~$115 = +130%) against a ~-70% failure leg to net cash (~$14). Not mostly-harvested in absolute terms - the binary is genuinely unresolved - but the EV has roughly doubled since July, so the entry RR is ~1.2:1 versus the ~2.5:1 available before the timing PR, and there is no dated milestone to carry the position for the next two to three quarters.","The flagged catalyst verifies as real, specific, dated and forward: NOVA-2 is an initiated 460-patient placebo-controlled pivotal, the 1H-2027 topline guidance and 2H-2027 pre-NDA meeting were company-stated on 2026-07-22, the event has not fired, and it is idiosyncratic rather than a macro bet. What the triage flag misses is residual capture and horizon - the stock re-rated +52.7% from $32.31 to $49.34 in the seven weeks since that PR (+72% vs its 200d average, at its all-time high), roughly doubling EV to ~$1.0B, so a meaningful slice of the probability upgrade is already banked and the remaining ~+85% to a re-derived $92 success value carries a ~-70% failure leg for a ~1.2:1 reference RR. Combined with a wide ""1H 2027"" window that is four to ten months out with no intermediate dated milestone to hold the seat, this is a legitimate binary at a poor entry rather than an actionable one - hold at WATCH and revisit on a drawdown toward the low-$30s or on a disclosed enrollment-completion date that narrows the window; single-asset concentration (all three indications ride LB-102) is the standing structural risk.",,,,,,,,,,,,,,,,,bio_convergence,9,M,OTHER,FDA_clinical_readout,4.0,WATCH,,[],,,,,,,,,[],3.04
LXRX,4.0,WATCH,binary_fda,"L. Residual capture is thin: run-up from the pre-catalyst base is +94.8% YTD and +107.4% over 1Y ($1.05 52-wk low to $2.24), with the 200-day at $1.79 — the market has already re-rated the name on exactly this pipeline (Novo deal, resubmission path, SONATA enrollment completion). Remaining from $2.24 to a favorable-resolution value of ~$4.50 (consensus band $3.86-$4.50) is +101%, against a miss case back to ~$1.05 (-53%) — roughly 1.9:1, not the 3-4:1 an unpriced binary should offer. The flagged event itself is procedural: a resubmission is not an approval, and a Class 2 review pushes any PDUFA to ~mid-2027.","Both dates are real, dated and un-fired, and the Q1-2027 SONATA-HCM readout sits inside the window — so this is not a NONE. But the flagged catalyst (the Q4-2026 resubmission) creates no value on its own; it only restores an NDA that already drew a CRL, in a small T1D SGLT niche with DKA-label risk, and it is gated on a third-party investigator-initiated Danish study Lexicon does not control (the timeline already slipped once). The genuine binary is HCM, where nHCM has no approved therapy, but the stock has already absorbed most of that anticipation: +95% YTD with a ~$1B cap on $139M net cash means the market is paying for the outcome, not ignoring it. Mostly-harvested plus a de-risking-only flagged event caps this at 4 — hold it as a WATCH into the Q4-2026 resubmission confirmation and re-score if the stock retraces toward the 200-day before the Q1-2027 readout.",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_approval_decision,4.0,WATCH,,[],,,,,,,,,[],3.04
LZM,4.0,WATCH,project_milestone,L,"The event is genuinely forward and un-fired — no partner named, no Framework Agreement amendment signed, no FID — but it fails a strict Bloom gate on all three counts: unnamed counterparty, explicitly non-binding financing, and a headline NPV that has been public for fourteen months. The date is the real problem: FID guidance has slipped twice in nine months (mid-2026 to late-2026 to Q1 2027 per the 2026-07-29 deck), so ""a hard, dated gate"" is not what this is; the only hard date is the November 2026 bridge-runway cliff, which forces a dilutive raise into the catalyst rather than paying out from it. On residual capture the tape has already moved 41% off the late-July low into the ""imminent announcement"" window, leaving ~29% to a waterfall-derived $5.50 against ~35% downside, and the waterfall itself shows why: the equity tranche must be sold at the Kabanga project level, cutting Lifezone's 84% to roughly half before common holders see any of the $1.58B. Score capped at 4 on both the mostly-harvested run-up and the absence of any cleared gate; revisit only if the partner is actually named with a signed Framework Agreement and a firm FID date, at which point the risk shifts from ""does it fund"" to ""at what price it funded.""",,1.69,,sop,7.04,2.6,4.32,1.58,,,,,,,,,unknown,9,M,OTHER,Other,4.0,WATCH,,[],1.69,,,,,4.25,-0.0162,7.04,[],3.04
MANE,4.0,WATCH,dated_binary,"L — run-up 166% from the pre-catalyst base ($37.03 on 2026-02-09, the day 304's readout became publicly scheduled, to $98.51 on 2026-09-04); +45% even off the narrower pre-302 base ($67.84 on 2026-04-24, with the 302 print alone worth +47.6% in one session to $100.10). Remaining capture to the provenance-checked favorable-resolution value of ~$128 (the post-302 peak zone, $126.89-$131.24 in late Jun/Jul 2026) is +30%, against a ~-51% drop to a $48 miss-case floor: reference R:R 0.58 to 1. Mostly harvested, and the residual is a re-trace to a price the stock already printed, not new information.","The event is real, dated and genuinely forward — 304 has not read out — but it is confirmatory, not informative: the same drug at the same two doses already hit all primary and key secondary endpoints at high statistical significance in the 519-patient Study '302' (topline 2026-04-27), which is what re-rated the stock from $67.84 to $100.10 in a session. Numerator provenance is clean and does not constrain the case: the Q2-2026 balance sheet (2026-06-30) shows zero preferred stock, $0.43M of capital-lease debt as total debt and $819.9M cash+short-term investments (~$19.6/sh on ~41.8M shares), with APIC up from $543M to $989M — i.e. the post-302 raise is already done, common takes 100% of any value, and there is no waterfall leakage or near-term financing overhang. The disqualifier is residual capture, not deal quality: the stock is already 25% below its July high, has given back the entire 302 follow-through, and a clean 304 buys back roughly the prior peak while a miss or an oral-minoxidil safety signal costs ~half — so I score the remaining asymmetry, cap at 4, and hold WATCH rather than the triage's 5. Gap: the 2H-2026 window has no fixed date and I did not confirm the exact 304 primary-endpoint week (302's design implies a ~24-week primary, pointing to a Q4-2026 print).",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_clinical_readout,4.0,WATCH,,[],,,,,,,,,[],3.04
NKLR,4.0,WATCH,regulatory-milestone,"L. RESIDUAL CAPTURE: run-up from the pre-catalyst base is ~0% — the readiness review was announced 23 Jul 2026 and the assessment 19 Aug 2026, yet at $5.27 the stock sits on its 200d avg ($5.25) and below its 50d ($5.34), so the licensing arc is genuinely not harvested. But remaining capture is UNQUANTIFIABLE, not large: there is no provenance-checked favorable-resolution value to measure the remaining % against, because a readiness assessment grants nothing (it only permits a better-quality filing) and no binding revenue exists to discount. So the ""un-priced"" claim is half right — un-run-up, but also un-anchorable, which is the opposite of an edge.","The event is real, dated and forward — the NRC did commence a six-week limited-scope preapplication readiness assessment of nine PSAR chapters and the Environmental Report off a 10 Aug 2026 entrance meeting, and it is un-run-up (price $5.27 is flat to the 200d avg of $5.25 despite the 23 Jul and 19 Aug announcements). What it is not is an asymmetry anchored to value: a readiness assessment confers no authorization, the CPA submission date is a company target rather than a regulatory deadline, and the entire commercial book (~$4B / ~200 SOLO units across Uvation, Ameresco, Rock City, Waiken) is disclosed as non-binding MOUs, so Bloom G2 and G3 both fail outright. The capital structure kills the rest of the case: $91.1M cash against a $207.1M de-SPAC warrant/earnout liability stack and negative $115.5M book equity, on a $582M pre-revenue market cap — the flagged ""un-priced licensing arc"" cannot be re-derived to any number the common can actually reach, and the $21.90 reference is a de-SPAC pop, not a valuation. Watch the ~late-Sept readiness-assessment completion and the actual CPA docketing as the points where a real dated regulatory anchor first exists; until a binding offtake converts or the warrant/earnout overhang resolves, this is a thematic microreactor option, not a catalyst trade.",,,,,,,,,,,,,,,,,unknown,9,L,OTHER,Other,4.0,WATCH,,[],,,,,,,,,[],3.04
ODTX,4.0,WATCH,binary-clinical,"L — the event is real and forward but the capture is mostly gone. Run-up from the pre-catalyst base: the UEG plan became publicly knowable on 2026-08-04 (Q2 PR); ODTX closed $18.13 on 08-03 and $28.76 on 09-04 = +58.6%, and +84.8% off the post-POC trough of $15.56 (07-08). Remaining to a provenance-checked favorable resolution (~$36, i.e. expansion cohort holds 27%/61% and the asset re-rates toward ~$1.3-1.4B EV): only +25%, against roughly -37% back to the $18 pre-run base if the expansion cohort regresses toward the mean. Sell-side consensus PT is $33 (+15%), already below where a clean beat would need to land. R/R ~0.67 — negative asymmetry after the run.","The milestone is genuinely dated and forward — an oral presentation at UEG Week Barcelona, 17-20 Oct 2026, of the complete Phase 2a induction dataset including the now-fully-dosed expansion cohort — and it is company-committed in the 2026-08-04 Q2 release, so it clears DATED/FORWARD and G2. It fails on residual capture, which is the binding test here: the stock has run +58.6% since the UEG plan became public on 08-04 ($18.13 to $28.76) and +84.8% off the 07-08 post-POC trough, leaving only ~+25% to a re-derived favorable-resolution value of ~$36 against ~-37% downside to the pre-run base, an R/R of 0.67. The event itself is also structurally weak as a binary: the actual proof-of-concept fired on 2026-06-17 at 27% remission / 61% response, so October is confirmatory data on an already-positive, already-priced result — expansion cohorts of this kind more often dilute a small-n POC than extend it, and the true value binary (Phase 2b and vedolizumab-combo induction topline) is not until 2H27. Cap structure was checked and is clean (all-common post-IPO, no preferred ahead, ~$433M cash into 2H28), so the equity does capture the event — there is just little event left to capture. WATCH at 4: revisit if it retraces toward $20-22 before the congress, which would restore the asymmetry without changing the milestone.",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_clinical_readout,4.0,WATCH,,[],,,,,,,,,[],3.04
PCVX,4.0,WATCH,dated_binary,"L. RESIDUAL CAPTURE: run-up = +98.5% from the 52-wk low of $30.81 and +34.7% from the 10-Jun-2026 low of $45.42; the stock sits 5.9% below its 52-wk high of $65.00 and the 3-Sep narrowing itself moved it 0.0% ($61.58 on 2-Sep to $61.16 on 4-Sep) — the market treated the date-tightening as no new information, i.e. the event is fully anticipated. REMAINING: +23% from $61.16 to a $75 favorable-resolution value (+39% to an $85 bull case), against -59% to a $25 failure floor ($17.4/sh net cash plus residual infant/other option value; -72% to cash alone). Reference R:R ~0.38:1. At a 70% success prior the expected value is ~$62 — within 2% of the tape, so the coin-flip is fairly priced and there is no structural mispricing to harvest.","The event is genuinely real, dated, forward and idiosyncratic — OPUS-1 topline lands by end-October 2026 and has not fired — but it clears no strict Bloom gate: there is no named counterparty and no specific unpriced figure, only a company commitment to publish data whose outcome is an immunogenicity coin-flip. The numerator cannot be provenance-checked because there is no waterfall to re-derive: with $2.51B cash (~$17.4/sh) and no debt or preferred ahead of the common, ~$6.3B of enterprise value is already pure expectation on the adult PCV franchise, so a win buys roughly +23% to a bottom-up $75 while a miss costs roughly -59% to a $25 cash-plus-optionality floor — a 0.38:1 payoff that a ~70% success prior prices to within 2% of today's tape. The 3-Sep date-narrowing moving the stock 0.0%, with the shares already +99% off the 52-wk low and 6% below the 52-wk high, confirms the binary is anticipated rather than unpriced: real event, harvested asymmetry, no edge — WATCH the print, do not underwrite the seat.",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_clinical_readout,4.0,WATCH,,[],,,,,,,,,[],3.04
PVLA,4.0,WATCH,binary_regulatory,"L — the event is forward but the money was already made. Pre-catalyst base 2026-02-23 close $87.84 (day before SELVA Phase 3 topline); today $157.24 = RUN-UP +79.0%, and the stock sits 2.6% under its 52-week high of $161.38 (52-wk low $52.82, +198%). REMAINING to my re-derived favorable-resolution value ~$178 is +13%; even the most bullish inherited target ($232, Canaccord) is only +48% for a binary that still carries CRL/label risk. What is left is administrative filing plus an un-started TOIVA Phase 3 — the de-risking read (SELVA p<0.001 on mLM-IGA plus all secondaries, 2026-02-24) and the $230M February raise are both fully absorbed. Mostly harvested.","The triage note is directionally right and the correction it flags is the whole story: the de-risking Phase 3 SELVA topline printed 2026-02-24 and the stock went $87.84 to $157.24 (+79%), now within 2.6% of its all-time high, so the NDA milestone that remains is an administrative filing step rather than an information event. Gate result: G2 passes (dated, concrete, company-committed — rolling NDA module filed 2026-06-29, completion H2 2026, launch H1 2027), but G3 fails outright, because there is no specific unpriced figure left — a $2.23B EV against a >30,000-patient orphan indication worth perhaps $150-360M peak US sales is already pricing approval and a good chunk of the launch. Residual capture is roughly +13% to my re-derived $178 against a ~$92 CRL floor (RR 0.32), which is the classic mostly-harvested profile: real event, certain-ish resolution, gain already collected by the February tape. Score capped at 4 / WATCH on that basis. Genuine remaining optionality is TOIVA (cutaneous venous malformations), but that Phase 3 has not started and reads out well beyond the horizon; the one gap in this verification is that no PDUFA date exists yet, so the 2027 approval timing is company guidance rather than an FDA-assigned date.",,,,binary_prob,200.0,70.0,106.24,0.577,,,0.75,200.0,70.0,,,,bio_convergence,9,M,OTHER,FDA_clinical_readout,4.0,WATCH,,[],,0.0653,0.49,42.76,87.24,157.24,0.48,,['RE_DOSSIER'],3.04
QURE,4.0,WATCH,binary_catalyst,"L. Residual capture: pre-catalyst base $26.99 (2026-06-16 close, day before the Type B/BLA-plan release); 2026-06-17 gapped +78% to $48.16 on 19.7M shares (vs ~1M normal). Run-up from base to today's $44.50 = +64.9%. Remaining from $44.50 to the favorable-resolution value = +29% to consensus $57.50 / +36% to median $60.50 / +80% to the $80 high. So ~57% of the base-to-consensus move is already harvested, and the flagged submission itself was a sell-the-news (-7% from $47.86 on 09-01 to $44.50). Against that, target-low $28 sits at the pre-event base = -37% revert on a refuse-to-file or a re-opened confirmatory-design fight. Reference R/R 0.74:1.","The triage note is directionally right but stale on one load-bearing fact: the flagged milestone has already fired — the BLA went in 2026-09-02, five days ago, and the market sold it (-7% off the 09-01 close). The actual re-rate was a single 2026-06-17 print, +78% from $26.99 to $48.16 on 19.7M shares, when the Type B meeting confirmed the 3-year Phase I/II analysis could carry an accelerated-approval BLA; everything since has been chop between $37 and $51, and $44.50 today is below the June-25 offering price of $45.50. What remains forward and dated is real — the ~60-day filing-acceptance/priority-review decision around 2026-11-01, the September-2026 topline four-year data, and a 2027 PDUFA — but acceptance is a low-information administrative step and the informative leg (the 4-year readout) is not what was flagged. On residual capture the asymmetry is largely, though not entirely, spent: +65% run-up from the pre-catalyst base already banked versus +29% left to consensus against a -37% revert to that same base if FDA refuses to file, and the resolution value is an inherited analyst number rather than a re-derived one, over a launch-economics question (uniQure's own Hemgenix) that nobody has priced. Cap at 4, WATCH — a real arc, mostly harvested, with the interesting expression being dated calls into the PDUFA rather than spot.",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_clinical_readout,4.0,WATCH,,[],,,,,,,,,[],3.04
RZLT,4.0,WATCH,dated_binary,"L-to-M. RESIDUAL CAPTURE: (a) run-up from the pre-catalyst base — $3.61 close 2026-06-01 (day before the positive upLIFT interim) to $4.58 on 2026-09-04 = +26.9%; on the wider post-failure arc, +328% off the $1.07 52-week low. The stock peaked ~$5.31 on 2026-07-23 and has faded ~14% since, i.e. the pop was taken and given back. (b) remaining % to favorable resolution — NOT QUANTIFIABLE from any provenance-checked figure: the company sizes neither the tumor-HI patient population nor peak revenue, and the $11.46 high is a dead anchor priced on congenital HI, an indication whose Phase 3 missed both primary and key secondary endpoints (2025-12-11). The real problem is informational, not price: with 6 of 8 enrolled patients already clearing a bar that needs 9 of 16, the topline is ~de-risked, so the print carries far more downside tail than upside surprise — the classic ""buying the receipt."" Add a financing overhang ($120.3M cash at 2026-03-31, ""at least 12 months"" runway, 29-person December RIF) that argues for a raise into or just after a clean print.","Real, dated, forward and non-macro: upLIFT topline is genuinely unfired, the FDA has committed in writing that this single-arm 16-patient study can support registration, and the responder bar is a specific number (9/16) rather than prose. But the June 2, 2026 interim already published 6 of 8 responders, which both moved the stock +26.9% off its $3.61 pre-event base and stripped most of the informational surprise out of the print — what is left is a high-probability pass with a violent failure tail, plus a ""2H 2026"" date so vague it cannot be sized or timed. Compounding it, the upside numerator is unquantified (Rezolute has never sized tumor HI; the $11.46 high belongs to the congenital-HI thesis that failed on 2025-12-11 and whose FDA re-review has no date at all), and a $120M cash box against ~$340M of enterprise value makes a raise into the catalyst a live risk. Verdict: keep on the board as WATCH, but this is a mostly-harvested, negatively-skewed print rather than an ACTIVE seat — the moment worth acting on was June 1, and the next legitimate re-look is the FY2026 10-K (~late Sept) if it puts a month on the topline or a number on the market.",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_clinical_readout,4.0,WATCH,,[],,,,,,,,,[],3.04
SMMT,4.0,WATCH,binary_asymmetry,"L. (a) RUN-UP: the PDUFA date has been publicly knowable since the 2026-01-29 BLA-acceptance 8-K; from the 2026-01-28 pre-announcement close of $15.64 the stock is +12.6% to $17.605. But the meaningful base is nearer: +41.7% off the 2026-08-20 close of $12.43, including +20.6% in two sessions (09-02 $14.60 to 09-04 $17.61, with 14.9M shares on 09-03 vs ~4M normal). That two-day burst was NOT the PDUFA — it was Akeso's HARMONi-2 OS win (ivonescimab mono statistically beating pembrolizumab in PD-L1+ NSCLC), a separate catalyst that has already fired. (b) REMAINING: to a provenance-checked favorable Nov 14 resolution, roughly +11% to $19.75 — a narrow 2L label on an in-licensed asset that still owes Akeso royalties and milestones, against a $14.04B cap the label cannot underwrite, and with an equity-raise window that opens on approval ($690.7M cash, ATM already in use, a $500M offering pulled earlier). Against ~-35% to $11.50 on a CRL or an adcom referral, reference R:R is 0.35 — negative skew. The triage's ""not run up, still -40% from its high"" was true a week ago; it is now -39.8% from the 52w high but +45.9% off the 52w low and +23.8% above the 50-day average of $14.22.","The catalyst is genuine: a hard, FDA-stamped PDUFA date of 2026-11-14, 68 days out, forward, unfired, and not a macro bet — so this is not a NONE. It fails to earn more than a 4 on two independent grounds. First, residual capture: the stock re-rated +41.7% off its August base and +20.6% in the two sessions ending 09-04, but on Akeso's HARMONi-2 overall-survival win, a different catalyst that has already fired; the PDUFA itself has been public for over seven months and its own base-to-today run is only +12.6%, with roughly +11% left to a provenance-checked favorable resolution. Second, and more disqualifying for this lane, the skew runs the wrong way: approval delivers a narrow 2L label that cannot underwrite a $14.04B cap on a royalty-burdened in-licensed asset and opens an equity-raise window, while a CRL or adcom referral — live risk given HARMONi met PFS with OS only trending at HR 0.76 — impugns the 1L platform narrative that actually carries the valuation, giving a reference R:R of 0.35. The asymmetry the triage flagged as ""arguably mispriced"" is real but inverted; the genuinely unpriced item on this name is the HARMONi-3 squamous PFS and early OS interim guided to 2H-2026, which is the milestone worth watching rather than the November label decision. Gap to note: I did not confirm whether FDA has scheduled or ruled out an ODAC meeting for this BLA, which is the single input that would most move the downside probability.",,,,,,,,,,,,,,,,,bio_convergence,9,L,OTHER,FDA_approval_decision,4.0,WATCH,,[],,,,,,,,,[],3.04
